City,Locality,Property Type,Price,Furnishing Status,Number of Rooms,Number of Bathroom,Balcony,Clubhouse,Swimming Pool,"""Kids Play Areas""",Parking,Area (Sq.Ft.),State,Area Type
Jaipur,Vaishali Nagar,Residential,2400000.0,Unfurnished,2,2.0,Connected,1,0,1,1,605.0,Rajasthan,Saleable Area
Jaipur,Ajmer Road,Residential,7846966.0,Unfurnished,3,3.0,Connected,0,1,1,0,666.0,Rajasthan,Plot Area
Jaipur,Ajmer Road,Residential,3895000.0,Unfurnished,3,2.0,Room-attached,1,1,1,2,958.0,Rajasthan,Saleable Area
Jaipur,Gokulpura,Residential,12000000.0,Semi-Furnished,3,4.0,"Connected,Individual,Room-attached",0,0,0,2,2500.0,Rajasthan,Built-up Area
Jaipur,Mangyawas,Residential,8000000.0,Semi-Furnished,4,4.0,Room-attached,0,0,0,2,1807.0,Rajasthan,Built-up Area
Jaipur,Jagatpura,Residential,3896000.0,Unfurnished,3,3.0,Connected,0,0,1,0,675.0,Rajasthan,Plot Area
Jaipur,Kapoorawala,Residential,4500000.0,Unfurnished,3,3.0,Connected,0,0,1,0,1350.0,Rajasthan,Plot Area
Jaipur,Jagdamba Nagar,Residential,9000000.0,Semi-Furnished,3,2.0,Connected,0,0,0,3,2213.0,Rajasthan,Built-up Area
Jaipur,Panchyawala,Residential,7846966.0,Semi-Furnished,4,2.0,Connected,0,0,0,3,2699.0,Rajasthan,Built-up Area
Jaipur,Ajmer Road,Residential,6500000.0,Furnished,3,3.0,Connected,0,0,0,3,999.0,Rajasthan,Built-up Area
Jaipur,Gandhi Path,Residential,3000000.0,Semi-Furnished,3,2.0,Connected,0,0,0,1,1000.0,Rajasthan,Saleable Area
Jaipur,Bhankrota,Residential,12100000.0,Unfurnished,3,3.0,Connected,0,0,1,0,2439.0,Rajasthan,Plot Area
Jaipur,JaipuR-Ajmer Express Highway,Residential,12200000.0,Unfurnished,4,4.0,Connected,1,1,1,1,2450.0,Rajasthan,Saleable Area
Jaipur,Vaishali Nagar,Residential,4600000.0,Semi-Furnished,2,2.0,"Individual,Room-attached",0,0,0,2,1123.0,Rajasthan,Built-up Area
Jaipur,Vaishali Nagar,Residential,4454000.0,Semi-Furnished,3,3.0,Connected,0,0,0,2,1328.0,Rajasthan,Saleable Area
Jaipur,Vimalpura,Residential,8682000.0,Unfurnished,3,3.0,Connected,1,0,0,0,1422.0,Rajasthan,Plot Area
Jaipur,Sikar Road,Commercial,0.0,Unfurnished,0,0.0,No Balcony,0,0,0,0,9000.0,Rajasthan,Plot Area
Jaipur,Gandhi Path,Residential,7846966.0,Semi-Furnished,3,3.0,Connected,0,0,0,1,1250.0,Rajasthan,Built-up Area
Jaipur,Jeerota,Residential,2900000.0,Furnished,1,1.0,Connected,0,0,0,2,570.0,Rajasthan,Built-up Area
Jaipur,Ajmer Road,Residential,3415000.0,Unfurnished,3,3.0,Connected,0,0,0,0,855.0,Rajasthan,Plot Area
Jaipur,Jagdamba Nagar,Residential,9000000.0,Semi-Furnished,3,2.0,Connected,0,0,0,3,2224.0,Rajasthan,Built-up Area
Jaipur,Jagatpura,Residential,12500000.0,Unfurnished,3,3.0,Connected,0,0,0,0,1737.0,Rajasthan,Plot Area
Jaipur,Panchyawala,Residential,15000000.0,Semi-Furnished,4,2.0,Connected,0,0,0,3,2662.0,Rajasthan,Built-up Area
Jaipur,Vaishali Nagar,Residential,3000000.0,Unfurnished,2,2.0,Connected,0,0,0,2,791.0,Rajasthan,Saleable Area
Jaipur,Kalwar Road,Residential,3300000.0,Semi-Furnished,3,3.0,"Connected,Individual,Room-attached",0,0,0,2,1800.0,Rajasthan,Built-up Area
Jaipur,Kalwar Road,Residential,3500000.0,Semi-Furnished,3,2.0,Connected,0,0,0,2,1250.0,Rajasthan,Built-up Area
Jaipur,Badanpura,Residential,2490000.0,Unfurnished,3,3.0,Connected,0,0,1,0,1494.0,Rajasthan,Plot Area
Jaipur,Gandhi Path,Residential,7846966.0,Furnished,3,2.0,Connected,0,0,0,1,1897.0,Rajasthan,Built-up Area
Jaipur,Ajmer Road,Residential,2295000.0,Unfurnished,3,1.0,Room-attached,1,1,1,1,505.0,Rajasthan,Saleable Area
Jaipur,Dhawas,Residential,17500000.0,Furnished,4,4.0,"Individual,Room-attached",0,0,0,2,1305.0,Rajasthan,Plot Area
Jaipur,Vimalpura,Residential,6099000.0,Unfurnished,3,3.0,Connected,0,0,0,0,999.0,Rajasthan,Plot Area
Jaipur,Jeerota,Residential,2700000.0,Furnished,3,1.0,Individual,0,0,0,2,403.0,Rajasthan,Built-up Area
Jaipur,Gandhi Path,Residential,7846966.0,Furnished,3,2.0,Connected,0,0,0,1,1876.0,Rajasthan,Built-up Area
Jaipur,Ajmer Road,Residential,2340000.0,Unfurnished,3,3.0,Connected,0,0,0,0,936.0,Rajasthan,Plot Area
Jaipur,Jagatpura,Residential,4415000.0,Unfurnished,3,3.0,Connected,0,0,0,0,765.0,Rajasthan,Plot Area
Jaipur,Jagatpura,Residential,11700000.0,Unfurnished,3,3.0,Connected,0,0,0,0,1620.0,Rajasthan,Plot Area
Jaipur,Jagdamba Nagar,Residential,9000000.0,Semi-Furnished,3,2.0,Connected,0,0,0,3,2216.0,Rajasthan,Built-up Area
Jaipur,Gandhi Path,Residential,4500000.0,Semi-Furnished,3,2.0,Connected,0,0,0,2,1350.0,Rajasthan,Built-up Area
Jaipur,Ajmer Road,Residential,4500000.0,Unfurnished,3,3.0,"Connected,Individual,Room-attached",0,0,0,2,1295.0,Rajasthan,Built-up Area
Jaipur,Ajmer Road,Residential,7846966.0,Semi-Furnished,3,3.0,Connected,0,0,0,2,864.0,Rajasthan,Built-up Area
Jaipur,Gandhi Path,Residential,19100000.0,Furnished,3,4.0,"Connected,Room-attached",0,0,0,2,1422.0,Rajasthan,Plot Area
Jaipur,Ajmer Road,Residential,3895000.0,Unfurnished,3,2.0,Room-attached,1,1,0,2,950.0,Rajasthan,Saleable Area
Jaipur,Gandhi Path,Residential,12100000.0,Semi-Furnished,3,3.0,Connected,0,0,0,3,900.0,Rajasthan,Built-up Area
Jaipur,Ajmer Road,Residential,3499000.0,Semi-Furnished,2,2.0,Connected,0,0,0,2,1000.0,Rajasthan,Built-up Area
Jaipur,Ajmer Road,Residential,4700000.0,Semi-Furnished,3,2.0,Room-attached,0,0,0,1,1253.0,Rajasthan,Saleable Area
Jaipur,Sirsi Road,Residential,7600000.0,Furnished,4,4.0,Connected,0,0,0,3,972.0,Rajasthan,Built-up Area
Jaipur,Vaishali Nagar,Residential,2400000.0,Unfurnished,2,2.0,Connected,0,0,0,1,605.0,Rajasthan,Saleable Area
Jaipur,Gandhi Path,Residential,9000000.0,Semi-Furnished,4,2.0,Connected,0,0,0,3,2159.0,Rajasthan,Built-up Area
Jaipur,Vardhman Nagar,Residential,7846966.0,Semi-Furnished,5,5.0,Connected,0,0,0,3,2159.0,Rajasthan,Built-up Area
Jaipur,Vardhman Nagar,Residential,7846966.0,Semi-Furnished,3,2.0,Connected,0,0,0,3,2161.0,Rajasthan,Built-up Area
Jaipur,Jagatpura,Residential,7712000.0,Semi-Furnished,3,3.0,Room-attached,0,0,0,2,1965.0,Rajasthan,Built-up Area
Jaipur,Kalwar Road,Residential,4850000.0,Semi-Furnished,3,3.0,Connected,0,0,0,2,1550.0,Rajasthan,Built-up Area
Jaipur,Vaishali Nagar,Residential,6000000.0,Furnished,3,3.0,Connected,0,0,0,3,1400.0,Rajasthan,Saleable Area
Jaipur,Jaisinghpura,Residential,9500000.0,Unfurnished,2,1.0,Connected,0,0,1,2,800.0,Rajasthan,Built-up Area
Jaipur,Nandlalpura,Residential,16500000.0,Semi-Furnished,4,3.0,Connected,0,0,0,2,125.0,Rajasthan,Built-up Area
Jaipur,Gandhi Path,Residential,7846966.0,Furnished,3,2.0,Connected,0,0,0,1,1886.0,Rajasthan,Built-up Area
Jaipur,Jagatpura,Residential,8000000.0,Unfurnished,3,3.0,Connected,0,0,0,0,1251.0,Rajasthan,Plot Area
Jaipur,Nangal Siras,Residential,11500000.0,Unfurnished,3,3.0,Connected,0,0,0,0,1440.0,Rajasthan,Plot Area
Jaipur,Panchyawala,Residential,15000000.0,Semi-Furnished,4,2.0,Connected,0,0,0,3,2692.0,Rajasthan,Built-up Area
Jaipur,Ajmer Road,Residential,3163000.0,Unfurnished,3,3.0,Connected,0,0,1,0,999.0,Rajasthan,Plot Area
Jaipur,Jagatpura,Residential,4519000.0,Unfurnished,3,3.0,Connected,0,0,0,0,783.0,Rajasthan,Plot Area
Jaipur,Gandhi Path,Residential,9000000.0,Semi-Furnished,4,2.0,Connected,0,0,0,3,2200.0,Rajasthan,Built-up Area
Jaipur,Jagdamba Nagar,Residential,9000000.0,Semi-Furnished,3,2.0,Connected,0,0,0,3,2202.0,Rajasthan,Built-up Area
Jaipur,Ajmer Road,Residential,6000000.0,Unfurnished,3,3.0,Connected,0,0,0,0,9000.0,Rajasthan,Plot Area
Jaipur,Mangyawas,Residential,5700000.0,Semi-Furnished,3,3.0,Room-attached,0,0,0,2,1373.0,Rajasthan,Built-up Area
Jaipur,Ajmer Road,Residential,6300000.0,Semi-Furnished,3,3.0,Connected,0,0,0,3,999.0,Rajasthan,Built-up Area
Jaipur,Ganatpura,Residential,8277000.0,Semi-Furnished,3,3.0,"Connected,Room-attached",0,0,0,2,1505.0,Rajasthan,Built-up Area
Jaipur,Tonk Road,Residential,7846966.0,Unfurnished,3,3.0,Connected,0,0,0,0,2214.0,Rajasthan,Plot Area
Jaipur,Bhankrota,Residential,4206000.0,Unfurnished,3,3.0,Connected,0,0,0,0,972.0,Rajasthan,Plot Area
Jaipur,Gandhi Path,Residential,7846966.0,Furnished,3,2.0,Connected,0,0,0,1,1863.0,Rajasthan,Built-up Area
Jaipur,Ajmer Road,Residential,15100000.0,Unfurnished,3,4.0,Room-attached,1,1,1,2,2450.0,Rajasthan,Saleable Area
Jaipur,Mangyawas,Residential,6100000.0,Semi-Furnished,3,3.0,Room-attached,0,0,0,2,1416.0,Rajasthan,Built-up Area
Jaipur,Sirsi Road,Residential,7600000.0,Semi-Furnished,4,4.0,Connected,0,0,0,3,972.0,Rajasthan,Built-up Area
Jaipur,Chatarpura At Lalya Ka Bas,Residential,3690000.0,Semi-Furnished,3,2.0,"Connected,Individual,Room-attached",0,0,0,1,954.0,Rajasthan,Built-up Area
Jaipur,Gandhi Path,Residential,13000000.0,Unfurnished,4,2.0,Connected,1,1,1,2,2500.0,Rajasthan,Saleable Area
Jaipur,Ajmer Road,Residential,8900000.0,Semi-Furnished,2,2.0,Connected,0,0,0,1,850.0,Rajasthan,Built-up Area
Jaipur,Vardhman Nagar,Residential,7846966.0,Semi-Furnished,5,5.0,Connected,0,0,0,3,2188.0,Rajasthan,Built-up Area
Jaipur,Gandhi Path,Residential,7846966.0,Semi-Furnished,4,2.0,Connected,0,0,0,3,2183.0,Rajasthan,Built-up Area
Jaipur,Hathod,Residential,5100000.0,Semi-Furnished,3,3.0,"Connected,Individual,Room-attached",0,0,0,2,1900.0,Rajasthan,Built-up Area
Jaipur,Sodala,Residential,4800000.0,Semi-Furnished,1,3.0,Connected,0,0,0,0,543.0,Rajasthan,Built-up Area
Jaipur,Karolan Ka Barh,Residential,4200000.0,Furnished,2,2.0,Connected,0,0,0,2,1100.0,Rajasthan,Built-up Area
Jaipur,Modi Nagar,Residential,11000000.0,Semi-Furnished,4,3.0,Room-attached,0,0,0,2,1982.0,Rajasthan,Built-up Area
Jaipur,Vaishali Nagar,Residential,3000000.0,Unfurnished,2,2.0,Connected,0,0,0,1,791.0,Rajasthan,Saleable Area
Jaipur,Teelawas,Residential,4300000.0,Unfurnished,3,3.0,Connected,0,0,0,0,1800.0,Rajasthan,Plot Area
Jaipur,Ajmer Road,Residential,5250000.0,Semi-Furnished,3,2.0,Room-attached,0,0,0,2,1385.0,Rajasthan,Built-up Area
Jaipur,Gandhi Path,Residential,10000000.0,Furnished,4,4.0,Connected,0,0,0,3,900.0,Rajasthan,Built-up Area
Jaipur,Ajmer Road,Residential,7846966.0,Unfurnished,3,3.0,Connected,0,0,1,0,801.0,Rajasthan,Plot Area
Jaipur,Jaisinghpura,Residential,3163000.0,Unfurnished,3,3.0,Connected,0,0,0,0,891.0,Rajasthan,Plot Area
Jaipur,Jagatpura,Residential,5195000.0,Unfurnished,3,3.0,Connected,0,0,0,0,900.0,Rajasthan,Plot Area
Jaipur,Gandhi Path,Residential,19100000.0,Furnished,3,4.0,"Connected,Room-attached",0,0,0,3,2600.0,Rajasthan,Saleable Area
Jaipur,Ajmer Road,Residential,66600000.0,Unfurnished,3,3.0,Connected,0,0,0,0,3996.0,Rajasthan,Plot Area
Jaipur,Ajmer Road,Residential,7800000.0,Unfurnished,3,3.0,Connected,0,0,0,0,9450.0,Rajasthan,Plot Area
Jaipur,Jagatpura,Residential,65000000.0,Unfurnished,3,3.0,Connected,0,0,1,0,9234.0,Rajasthan,Plot Area
Jaipur,JaipuR-Ajmer Express Highway,Residential,32000000.0,Unfurnished,3,3.0,Connected,0,0,0,0,1800.0,Rajasthan,Plot Area
Jaipur,Sirsi Road,Residential,10800000.0,Unfurnished,3,3.0,Connected,1,1,1,1,1814.0,Rajasthan,Saleable Area
Jaipur,Jagatpura,Residential,7770000.0,Unfurnished,3,3.0,Connected,0,0,0,0,999.0,Rajasthan,Plot Area
Jaipur,JaipuR-Ajmer Express Highway,Residential,12200000.0,Unfurnished,4,4.0,Room-attached,1,1,1,1,2450.0,Rajasthan,Saleable Area
Jaipur,Vaishali Nagar,Residential,27100000.0,Furnished,4,3.0,"Connected,Room-attached",0,0,0,2,3750.0,Rajasthan,Built-up Area
Jaipur,Jaisinghpura,Residential,2779000.0,Unfurnished,3,3.0,Connected,0,0,0,0,783.0,Rajasthan,Plot Area
Jaipur,Vardhman Nagar,Residential,7846966.0,Semi-Furnished,3,2.0,Connected,0,0,0,3,2181.0,Rajasthan,Built-up Area
Jaipur,Gandhi Path,Residential,7846966.0,Semi-Furnished,4,2.0,Connected,0,0,0,3,2190.0,Rajasthan,Built-up Area
Jaipur,Chatarpura At Lalya Ka Bas,Residential,3700000.0,Semi-Furnished,2,2.0,"Connected,Individual,Room-attached",0,0,0,1,954.0,Rajasthan,Built-up Area
Jaipur,Gandhi Path,Residential,9300000.0,Furnished,3,3.0,Individual,0,0,0,2,747.0,Rajasthan,Built-up Area
Jaipur,Jagdamba Nagar,Residential,9000000.0,Semi-Furnished,3,2.0,Connected,0,0,0,3,2229.0,Rajasthan,Built-up Area
Jaipur,Sirsi Road,Residential,11700000.0,Unfurnished,3,3.0,Connected,1,1,1,1,1951.0,Rajasthan,Saleable Area
Jaipur,Vaishali Nagar,Residential,4438000.0,Semi-Furnished,3,1.0,Connected,0,0,0,2,1300.0,Rajasthan,Saleable Area
Jaipur,Ganatpura,Residential,7793000.0,Unfurnished,3,3.0,"Connected,Room-attached",0,1,1,2,1417.0,Rajasthan,Built-up Area
Jaipur,Ajmer Road,Residential,4500000.0,Unfurnished,3,3.0,Connected,0,0,1,0,4509.0,Rajasthan,Plot Area
Jaipur,Jagatpura,Residential,3000000.0,Unfurnished,3,3.0,Connected,0,0,0,0,900.0,Rajasthan,Plot Area
Jaipur,Kalwara,Residential,3400000.0,Unfurnished,3,3.0,Connected,0,0,0,0,1800.0,Rajasthan,Plot Area
Jaipur,Jagatpura,Residential,4571000.0,Unfurnished,3,3.0,Connected,0,0,0,0,792.0,Rajasthan,Plot Area
Jaipur,Ajmer Road,Residential,2295000.0,Unfurnished,1,1.0,Room-attached,1,1,1,1,506.0,Rajasthan,Saleable Area
Jaipur,Vaishali Nagar,Residential,4000000.0,Unfurnished,3,3.0,Connected,1,0,1,2,918.0,Rajasthan,Saleable Area
Jaipur,Ajmer Road,Residential,7846966.0,Unfurnished,3,3.0,Connected,0,0,0,0,2700.0,Rajasthan,Plot Area
Jaipur,Chatarpura At Lalya Ka Bas,Residential,3990000.0,Unfurnished,3,2.0,Room-attached,1,1,1,2,645.0,Rajasthan,Carpet Area
Jaipur,Sanganer,Residential,6500000.0,Unfurnished,3,3.0,Connected,1,0,1,3,1278.0,Rajasthan,Built-up Area
Jaipur,Sodala,Residential,5000000.0,Semi-Furnished,3,2.0,Connected,0,0,0,2,1200.0,Rajasthan,Built-up Area
Jaipur,Mangyawas,Residential,6500000.0,Semi-Furnished,3,3.0,Room-attached,0,0,0,2,1492.0,Rajasthan,Built-up Area
Jaipur,Gandhi Path,Residential,13500000.0,Furnished,3,4.0,"Connected,Room-attached",0,0,0,1,2600.0,Rajasthan,Built-up Area
Jaipur,Ajmer Road,Residential,4172000.0,Unfurnished,3,3.0,Connected,0,0,0,0,1494.0,Rajasthan,Plot Area
Jaipur,Jagatpura,Residential,4428000.0,Unfurnished,3,3.0,Connected,0,0,0,0,1323.0,Rajasthan,Plot Area
Jaipur,Panchyawala,Residential,24100000.0,Furnished,4,5.0,"Individual,Room-attached",0,0,0,3,3000.0,Rajasthan,Saleable Area
Jaipur,Sirsi Road,Residential,7326000.0,Unfurnished,2,2.0,Connected,1,1,1,1,1221.0,Rajasthan,Saleable Area
Jaipur,Akeda Chaud,Residential,5500000.0,Furnished,3,2.0,"Connected,Individual,Room-attached",0,0,0,1,1400.0,Rajasthan,Built-up Area
Jaipur,Karolan Ka Barh,Residential,4000000.0,Semi-Furnished,2,2.0,Connected,0,0,0,2,1100.0,Rajasthan,Built-up Area
Jaipur,Ajmer Road,Residential,6600000.0,Unfurnished,3,3.0,Connected,0,0,0,0,8550.0,Rajasthan,Plot Area
Jaipur,Sirsi Road,Residential,7846966.0,Semi-Furnished,3,2.0,Connected,0,0,0,3,1378.0,Rajasthan,Built-up Area
Jaipur,Vardhman Nagar,Residential,7846966.0,Semi-Furnished,5,5.0,Connected,0,0,0,3,2156.0,Rajasthan,Built-up Area
Jaipur,Manohariya Wala,Residential,7846966.0,Unfurnished,3,3.0,Connected,0,0,0,0,9900.0,Rajasthan,Plot Area
Jaipur,Nirman Nagar,Residential,7846966.0,Semi-Furnished,4,2.0,Connected,0,0,0,3,2755.0,Rajasthan,Built-up Area
Jaipur,Ajmer Road,Residential,4045000.0,Unfurnished,3,3.0,Connected,0,0,0,0,900.0,Rajasthan,Plot Area
Jaipur,Kanakpura,Residential,10000000.0,Semi-Furnished,3,3.0,Connected,0,0,0,2,999.0,Rajasthan,Saleable Area
Jaipur,Kalwar Road,Residential,2800000.0,Semi-Furnished,2,1.0,Connected,0,0,0,2,700.0,Rajasthan,Built-up Area
Jaipur,Ajmer Road,Residential,1590000.0,Unfurnished,2,2.0,"Connected,Individual,Room-attached",0,0,1,1,430.0,Rajasthan,Carpet Area
Jaipur,Ajmer Road,Residential,5500000.0,Semi-Furnished,3,2.0,Room-attached,0,0,0,2,1451.0,Rajasthan,Saleable Area
Jaipur,Jagdamba Nagar,Residential,9000000.0,Semi-Furnished,3,2.0,Connected,0,0,0,3,2218.0,Rajasthan,Built-up Area
Jaipur,Bhakrota,Residential,4595000.0,Unfurnished,3,3.0,Connected,0,0,1,0,963.0,Rajasthan,Plot Area
Jaipur,Gandhi Path,Residential,3800000.0,Semi-Furnished,3,3.0,Room-attached,0,0,0,1,1250.0,Rajasthan,Built-up Area
Jaipur,Jagatpura,Residential,4300000.0,Semi-Furnished,3,2.0,Connected,0,0,0,1,1190.0,Rajasthan,Built-up Area
Jaipur,Gandhi Path,Residential,9000000.0,Semi-Furnished,4,2.0,Connected,0,0,0,3,2170.0,Rajasthan,Built-up Area
Jaipur,Jaisinghpura,Residential,3929000.0,Unfurnished,3,3.0,Connected,0,0,0,0,1107.0,Rajasthan,Plot Area
Jaipur,Ajmer Road,Residential,2395000.0,Unfurnished,3,3.0,Connected,0,0,0,0,900.0,Rajasthan,Plot Area
Jaipur,Jagatpura,Residential,5246000.0,Unfurnished,3,3.0,Connected,0,0,0,0,909.0,Rajasthan,Plot Area
Jaipur,Ajmer Road,Residential,7846966.0,Unfurnished,3,3.0,Connected,0,0,0,0,1350.0,Rajasthan,Plot Area
Jaipur,Kalwar Road,Residential,3100000.0,Semi-Furnished,2,2.0,Connected,0,0,0,2,950.0,Rajasthan,Built-up Area
Jaipur,Vaishali Nagar,Residential,4000000.0,Unfurnished,3,2.0,Connected,0,0,0,2,918.0,Rajasthan,Saleable Area
Jaipur,Sirsi Road,Residential,16000000.0,Unfurnished,4,4.0,Connected,1,1,1,1,2681.0,Rajasthan,Saleable Area
Jaipur,Chatarpura At Lalya Ka Bas,Residential,3990000.0,Unfurnished,2,2.0,Room-attached,0,1,1,2,1008.0,Rajasthan,Saleable Area
Jaipur,Panchyawala,Residential,22500000.0,Furnished,6,5.0,"Connected,Room-attached",0,0,0,2,4000.0,Rajasthan,Built-up Area
Jaipur,Jagatpura,Residential,5506000.0,Unfurnished,3,3.0,Connected,0,0,1,0,954.0,Rajasthan,Plot Area
Jaipur,Ajmer Road,Residential,4180000.0,Unfurnished,3,3.0,Connected,0,0,0,0,1494.0,Rajasthan,Plot Area
Jaipur,Sikar Road,Residential,17200000.0,Unfurnished,3,3.0,Connected,0,0,0,0,1500.0,Rajasthan,Plot Area
Jaipur,Bindayaka,Residential,9235000.0,Unfurnished,3,3.0,Connected,1,0,1,0,3537.0,Rajasthan,Plot Area
Jaipur,Mahapura,Residential,15200000.0,Unfurnished,3,6.0,"Connected,Individual,Room-attached",1,1,1,2,2542.0,Rajasthan,Built-up Area
Jaipur,Gandhi Path,Residential,14500000.0,Furnished,4,4.0,Connected,0,0,0,3,1125.0,Rajasthan,Plot Area
Jaipur,Nirman Nagar,Residential,10800000.0,Semi-Furnished,3,3.0,Room-attached,0,0,0,2,1588.0,Rajasthan,Built-up Area
Jaipur,Sirsi Road,Residential,7846966.0,Semi-Furnished,3,2.0,Connected,0,0,0,3,1359.0,Rajasthan,Built-up Area
Jaipur,Ajmer Road,Residential,3400000.0,Unfurnished,3,3.0,Connected,0,0,0,0,999.0,Rajasthan,Plot Area
Jaipur,Mansarovar,Residential,4500000.0,Semi-Furnished,3,2.0,"Connected,Room-attached",0,0,0,2,1500.0,Rajasthan,Saleable Area
Jaipur,Chatarpura At Lalya Ka Bas,Residential,7846966.0,Furnished,2,2.0,Connected,0,0,0,1,617.0,Rajasthan,Built-up Area
Jaipur,Hathoj,Residential,5200000.0,Semi-Furnished,3,3.0,"Connected,Individual,Room-attached",0,0,0,2,100.0,Rajasthan,Built-up Area
Jaipur,Hathoj,Residential,5100000.0,Semi-Furnished,3,3.0,"Connected,Individual,Room-attached",0,0,0,2,2300.0,Rajasthan,Built-up Area
Jaipur,Dhawas,Residential,16000000.0,Furnished,3,3.0,Connected,0,0,0,2,1152.0,Rajasthan,Built-up Area
Jaipur,Jagdamba Nagar,Residential,9000000.0,Semi-Furnished,3,2.0,Connected,0,0,0,3,2212.0,Rajasthan,Built-up Area
Jaipur,Jagatpura,Residential,4300000.0,Semi-Furnished,3,2.0,Connected,0,0,0,1,1250.0,Rajasthan,Built-up Area
Jaipur,Ajmer Road,Residential,4195000.0,Unfurnished,3,2.0,Room-attached,1,1,1,2,1012.0,Rajasthan,Saleable Area
Jaipur,Kalwar Road,Residential,4200000.0,Semi-Furnished,3,2.0,Individual,0,0,0,1,1500.0,Rajasthan,Built-up Area
Jaipur,Vaishali Nagar,Residential,2189000.0,Unfurnished,3,3.0,Connected,1,0,1,1,605.0,Rajasthan,Saleable Area
Jaipur,Boytawala,Residential,7846966.0,Unfurnished,3,3.0,Connected,0,0,0,0,4392.0,Rajasthan,Plot Area
Jaipur,Ajmer Road,Residential,4700000.0,Semi-Furnished,3,2.0,Room-attached,0,0,0,2,1251.0,Rajasthan,Saleable Area
Jaipur,Jagatpura,Residential,11500000.0,Semi-Furnished,3,3.0,Room-attached,0,0,0,2,1242.0,Rajasthan,Built-up Area
Jaipur,Neota,Residential,1595000.0,Unfurnished,3,3.0,Connected,0,0,1,0,792.0,Rajasthan,Plot Area
Jaipur,Sodala,Residential,15100000.0,Semi-Furnished,3,4.0,Room-attached,0,0,0,2,2126.0,Rajasthan,Saleable Area
Jaipur,Jeerota,Residential,3000000.0,Furnished,1,1.0,Connected,0,0,0,2,570.0,Rajasthan,Built-up Area
Jaipur,Gandhi Path,Residential,9000000.0,Semi-Furnished,4,2.0,Connected,0,0,0,3,2161.0,Rajasthan,Built-up Area
Jaipur,Vardhman Nagar,Residential,7846966.0,Semi-Furnished,3,2.0,Connected,0,0,0,3,2179.0,Rajasthan,Built-up Area
Jaipur,Sirsi Road,Residential,7846966.0,Semi-Furnished,3,2.0,Connected,0,0,0,3,1376.0,Rajasthan,Built-up Area
Jaipur,Mansarovar,Residential,6600000.0,Furnished,3,3.0,Connected,0,0,0,3,1582.0,Rajasthan,Built-up Area
Jaipur,Ajmer Road,Residential,33000000.0,Unfurnished,3,3.0,Connected,0,0,0,0,2124.0,Rajasthan,Plot Area
Jaipur,Diggi Road,Residential,2941000.0,Unfurnished,3,3.0,Connected,0,0,0,0,999.0,Rajasthan,Plot Area
Jaipur,Sanganer,Residential,3000000.0,Unfurnished,3,3.0,Connected,0,0,0,0,1080.0,Rajasthan,Plot Area
Jaipur,Jagatpura,Residential,3428000.0,Unfurnished,3,3.0,Connected,0,0,1,0,594.0,Rajasthan,Plot Area
Jaipur,Ajmer Road,Residential,4550000.0,Unfurnished,3,3.0,Connected,0,0,0,0,999.0,Rajasthan,Plot Area
Jaipur,Jeerota,Residential,2800000.0,Furnished,3,1.0,Connected,0,0,0,2,403.0,Rajasthan,Built-up Area
Jaipur,Ajmer Road,Residential,3895000.0,Unfurnished,3,2.0,Room-attached,1,1,1,2,954.0,Rajasthan,Saleable Area
Jaipur,Bhakrota,Residential,3700000.0,Unfurnished,3,3.0,Connected,0,0,1,0,1000.0,Rajasthan,Plot Area
Jaipur,Ajmer Road,Residential,8400000.0,Unfurnished,3,3.0,Connected,0,0,0,0,12600.0,Rajasthan,Plot Area
Jaipur,Gandhi Path,Residential,2999000.0,Unfurnished,2,2.0,Connected,0,1,1,2,995.0,Rajasthan,Built-up Area
Jaipur,Kalwar Road,Residential,3420000.0,Unfurnished,3,3.0,Connected,0,0,0,0,12312.0,Rajasthan,Plot Area
Jaipur,Vaishali Nagar,Residential,10000000.0,Unfurnished,3,4.0,Room-attached,0,1,0,2,1878.0,Rajasthan,Saleable Area
Jaipur,Panchyawala,Residential,24100000.0,Furnished,4,5.0,"Connected,Individual,Room-attached",0,0,0,3,1350.0,Rajasthan,Plot Area
Jaipur,Mansarovar,Residential,7846966.0,Unfurnished,3,1.0,Individual,1,0,1,1,909.0,Rajasthan,Carpet Area
Jaipur,Jagatpura,Residential,3500000.0,Unfurnished,2,3.0,Connected,1,1,1,0,790.0,Rajasthan,Saleable Area
Jaipur,Ajmer Road,Residential,3690000.0,Semi-Furnished,2,2.0,"Connected,Individual,Room-attached",0,0,0,2,954.0,Rajasthan,Built-up Area
Jaipur,Sodala,Residential,15000000.0,Semi-Furnished,4,4.0,Room-attached,0,0,0,2,2120.0,Rajasthan,Saleable Area
Jaipur,Chatarpura At Lalya Ka Bas,Residential,7846966.0,Furnished,2,2.0,Connected,0,0,0,1,623.0,Rajasthan,Built-up Area
Jaipur,Ajmer Road,Residential,3049000.0,Unfurnished,3,3.0,Connected,0,0,0,0,963.0,Rajasthan,Plot Area
Jaipur,Jagdamba Nagar,Residential,9000000.0,Semi-Furnished,3,2.0,Connected,0,0,0,3,2217.0,Rajasthan,Built-up Area
Jaipur,Gandhi Path,Residential,2500000.0,Unfurnished,3,3.0,Connected,1,0,1,2,605.0,Rajasthan,Saleable Area
Jaipur,Kalwar Road,Residential,4100000.0,Semi-Furnished,3,2.0,Individual,0,0,0,1,1300.0,Rajasthan,Built-up Area
